id,idx,date,domain,confidence,score,reasons,desc_len,url,initiative,description_head
x7v52t,109,2026-05-06,www.coindesk.com,medium,4,site_nav,426,https://www.coindesk.com/policy/2026/05/06/nasdaq-s-president-says-the-sec-s-new-crypto-stance-is-letting-markets-build-again,Nasdaq's president says the SEC’s new crypto stance is letting markets 'build' again,Securities and Exchange Commission’s (SEC) changing approach to crypto regulation is giving market operators more room to experiment with blockchain-based infrastructure and tokenized assets. Nasdaq’s Tal Cohen said a friendlier SEC is giving crypto firms and exchanges room to experiment with tokeni
avtgtf,110,2026-05-06,www.coindesk.com,medium,4,site_nav,541,https://www.coindesk.com/business/2026/05/06/wall-street-s-clearinghouse-seeks-high-performance-blockchains-to-tokenize-corporate-actions,Wall Street's clearinghouse seeks 'high-performance' blockchains to tokenize corporate actions,"Frank La Salla, CEO of the Depository Trust and Clearing Corporation (DTCC), said Wednesday at Consensus 2026 in Miami that the market infrastructure giant is collaborating with several layer-1 (L1) blockchain networks to improve how dividend payments, tender offers and other post-trade events could"
nucl4i,136,2026-05-06,www.coindesk.com,medium,4,site_nav,432,https://www.coindesk.com/business/2026/05/06/blockchain-com-launches-snapmarkets-as-prediction-markets-move-into-faster-crypto-bets,Blockchain.com launches SnapMarkets as prediction markets move into faster crypto bets,"Polymarket later acquired a CFTC-licensed exchange and clearinghouse for $112 million , creating a regulated path back into the U.S. Blockchain.com, a crypto wallet and exchange founded in 2011, announced the launch of SnapMarkets, a platform that lets users wager on whether bitcoin’s price will ris"
e6x5eo,142,2026-05-06,www.coindesk.com,medium,4,site_nav,541,https://www.coindesk.com/policy/2026/05/06/crypto-custody-firm-taurus-granted-mifid-license-in-cyprus,Crypto custodian Taurus moves straight into EU capital markets with MiFID license in Cyprus,"The license, therefore, will help Taurus bridge its crypto-native infrastructure with the regulatory perimeter used by banks and asset managers, allowing it to offer tokenized securities to institutional clients in their preferred format. Cryptocurrency custody firm Taurus has been granted a MiFID I"
xv44sm,157,2026-05-05,www.centrifuge.io,medium,4,site_nav,632,https://www.centrifuge.io/blog/coinbase-centrifuge,Coinbase Centrifuge,"“With Coinbase's institutional credibility and Centrifuge's tokenization infrastructure we’re establishing the foundation for high-quality assets to scale with credibility and compliance.” Centrifuge recently launched deRWAs on Base , a framework for issuing tokenized assets that can be used in DeFi"
fw24ie,159,2026-05-05,www.coindesk.com,medium,4,site_nav,495,https://www.coindesk.com/business/2026/05/05/different-voices-in-product-policy-and-hiring-change-crypto-outcomes-panelists-tell-consensus-miami,"Different voices in product, policy and hiring change crypto outcomes, panelists tell Consensus Miami","Google has launched the Agentic Payments Protocol (AP2), with 120 partners including PayPal, and donated it to the FIDO Foundation. Lapcevic said an outside partner helped Mastercard think beyond crypto infrastructure and focus on making crypto “accessible, not complex,” including through cards link"
ggmwpl,182,2026-05-05,www.bis.org,medium,4,site_nav,345,https://www.bis.org/review/r260504c.htm,Sanjay Malhotra: Indian financial markets - resilience and resurgence,"Derivatives Markets The regulatory framework for derivatives markets too has evolved to facilitate ease-of-doing business, wider participation, and innovation. We will continue to deepen financial markets, broaden participation, and further strengthen institutional frameworks. Sanjay Malhotra: India"
pxflp5,186,2026-05-05,www.bis.org,medium,4,site_nav,342,https://www.bis.org/review/r260505a.htm,"Piero Cipollone: Digital assets, payment efficiency and monetary policy","Central bank speech | 05 May 2026 by Piero Cipollone PDF full text (15kb) | 5 pages Digitalisation and tokenisation are transforming payments and finance. Specifically, tokenised central bank money is necessary to offer a risk-free settlement asset in tokenised markets. Piero Cipollone: Digital asse"
k2z5t,208,2026-05-05,crypto.news,medium,6,you_might_also_like,454,https://crypto.news/coinbase-opens-crypto-access-for-australias-self-managed-retirement-funds/,Coinbase opens crypto access for Australia’s self-managed retirement funds,"Coinbase APAC Managing Director John O’Loghlen said: “With growing regulatory clarity in Australia and institutional adoption of digital assets, we see SMSFs as a core area of potential growth in Australia.” You might also like: Why is the crypto market going up today? As previously reported, OKX la"
kuyah8,241,2026-05-04,www.esma.europa.eu,medium,4,site_nav,447,https://www.esma.europa.eu/press-news/esma-news/esma-advances-simplification-eu-reporting-frameworks-funds-and-transactions,ESMA advances the simplification of EU reporting frameworks for funds and transactions,"As part of the next steps, ESMA will further engage with markets participants, including through an open hearing that will be held on 28 May, before moving forward with final recommendations to be published by mid-year. The two reports published today are complementary pillars of ESMA’s broader simp"
kbm4rl,249,2026-05-04,coingeek.com,medium,4,site_nav,413,https://coingeek.com/prediction-markets-under-fire-as-insiders-game-the-system/,Prediction markets under fire as insiders game the system,"Van Dyke also changed the email he used to register an account on the unspecified U.S.-based digital asset exchange to which he transferred his Polymarket winnings (in Circle ’s ( NASDAQ: CRCL ) USDC stablecoin ). Van Dyke opened a Polymarket account on December 26, 2025, and proceeded to place 13 V"
jfq08d,252,2026-05-04,unchainedcrypto.com,medium,4,load_more,550,https://unchainedcrypto.com/senators-release-clarity-act-stablecoin-yield-compromise-as-white-house-pushes-for-may-markup/,Senators Release CLARITY Act Stablecoin Yield Compromise as White House Pushes for May Markup,"Posted in: Regulation Tagged in: CLARITY Act Coinbase Patrick Witt stablecoins yahoo Load More SIGN UP FOR OUR NEWSLETTER Get daily crypto updates with our free newsletter: news, episodes, market updates, recommended reads, and memes. Senators Thom Tillis (R-N.C.) and Angela Alsobrooks (D-Md.) relea"
b9jz4e,258,2026-05-04,crypto.news,medium,4,site_nav,182,https://crypto.news/coinbase-urges-cftc-to-keep-prediction-markets-under-rules/,Coinbase urges CFTC to keep prediction markets under rules,"With the Senate Banking Committee targeting a markup of the CLARITY Act in the week of May 11, Coinbase’s latest filing on prediction markets adds to its ongoing engagement with U.S."
5mqdhe,267,2026-05-03,crypto.news,medium,4,site_nav,329,https://crypto.news/blackrock-pushes-occ-to-rethink-tokenized-reserve-limits/,BlackRock pushes OCC to rethink tokenized reserve limits,"GENIUS Act reserve rules face debate The GENIUS Act created a federal framework for payment stablecoins in July 2025. BUIDL use grows in crypto markets The comment letter comes as BlackRock’s tokenized Treasury fund, BUIDL, gains wider use in crypto market infrastructure. BlackRock pushes OCC to ret"
hy18e5,274,2026-05-02,www.esma.europa.eu,medium,4,site_nav,450,https://www.esma.europa.eu/press-news/esma-news/esma-launches-call-evidence-structure-european-equity-markets,ESMA launches a call for evidence on the structure of European equity markets,"The analysis shows that European equity markets continue to function well overall: The share of addressable liquidity has remained stable at around 85% of total trading volume. Next steps ESMA invites stakeholders’ views on the functioning of European stock markets by 30 June 2026, and will issue a "
8y9f37,275,2026-05-02,www.esma.europa.eu,medium,7,site_nav|cookie_privacy,635,https://www.esma.europa.eu/press-news/esma-news/esma-consults-guidelines-endorsement-under-esg-ratings-regulation,ESMA consults on guidelines on endorsement under the ESG Ratings Regulation,"ESMA consults on the Internal Control Framework for some of its supervised entities 19 Dec 2024 The European Securities and Markets Authority (ESMA), the EU’s financial markets regulator and supervisor, has today launched a Consultation on the Guidelines on Internal Controls for Benchmark Administra"
7veomj,276,2026-05-02,www.esma.europa.eu,medium,4,site_nav,568,https://www.esma.europa.eu/press-news/esma-news/joint-committee-annual-report-highlights-digitalisation-cyber-resilience-and,"Joint Committee annual report highlights digitalisation, cyber resilience and sustainable finance as key priorities of 2025","In an environment marked by heightened geopolitical uncertainty, accelerating digitalisation and rapid financial innovation, the ESAs focused on ensuring that regulatory frameworks remain robust, proportionate and forward-looking. In 2025, the Joint Committee focused on protecting consumers in incre"
